image,label
stealth_bomber_s_001616,0
tabby_s_002158,3
capreolus_capreolus_s_001535,4
stealth_fighter_s_000217,0
rana_pipiens_s_000621,6
meadow_pipit_s_001488,2
japanese_spaniel_s_000859,5
barking_deer_s_000175,4
camion_s_001966,9
pilot_boat_s_000333,8
container_ship_s_000213,8
toy_s_002609,5
saddle_horse_s_001462,7
police_cruiser_s_000676,1
stud_mare_s_000157,7
tabby_cat_s_002182,3
toy_spaniel_s_001015,5
cabin_cruiser_s_001761,8
deer_s_001401,4
stud_mare_s_001341,7
stealth_bomber_s_001957,0
coupe_s_001144,1
car_s_001676,1
riding_horse_s_001390,7
meadow_pipit_s_001486,2
scow_s_000001,8
cat_s_000024,3
bufo_marinus_s_001242,6
true_frog_s_000161,6
male_horse_s_000553,7
freighter_s_000560,8
muntjac_s_000380,4
lippizaner_s_001818,7
airliner_s_002001,0
aerial_ladder_truck_s_000773,9
bufo_s_000483,6
domestic_dog_s_000699,5
leopard_frog_s_000473,6
leptodactylus_pentadactylus_s_000068,6
fawn_s_000035,4
fighter_aircraft_s_000018,0
pontoon_s_002138,8
garbage_truck_s_001161,9
fireboat_s_000621,8
lipizzan_s_001604,7
fawn_s_001986,4
auto_s_001524,1
toy_dog_s_001102,5
fallow_deer_s_000405,4
leptodactylid_s_000009,6
coupe_s_000014,1
broodmare_s_000183,7
pantechnicon_s_000146,9
boat_s_000797,8
wapiti_s_000910,4
fallow_deer_s_002036,4
container_ship_s_001824,8
compact_car_s_001857,1
pekinese_s_001184,5
honey_eater_s_000349,2
powerboat_s_000874,8
rangifer_tarandus_s_000663,4
delivery_truck_s_000342,9
maltese_s_000163,5
chihuahua_s_001551,5
tomcat_s_001584,3
toad_s_002926,6
biplane_s_000036,0
pipit_s_000597,2
dog_s_000128,5
puppy_s_000544,5
japanese_spaniel_s_001038,5
lippizan_s_000781,7
propeller_plane_s_001686,0
stud_mare_s_000989,7
garbage_truck_s_001503,9
puppy_s_002228,5
tomcat_s_000384,3
taxicab_s_000487,1
cat_s_002775,3
rana_pipiens_s_000603,6
accentor_s_000976,2
puppy_s_001037,5
bird_s_000727,2
saddle_horse_s_000919,7
gelding_s_000094,7
jumbo_jet_s_000706,0
fallow_deer_s_001828,4
ferryboat_s_000400,8
shooting_brake_s_001318,1
pickerel_frog_s_000989,6
spadefoot_s_000600,6
leptodactylus_pentadactylus_s_000006,6
peke_s_000449,5
attack_aircraft_s_000129,0
dog_s_000195,5
arabian_s_001555,7
capreolus_capreolus_s_001102,4
stealth_fighter_s_000910,0
bufo_marinus_s_000279,6
dive_bomber_s_000370,0
capreolus_capreolus_s_001398,4
container_ship_s_000040,8
puppy_s_000614,5
oil_tanker_s_001622,8
leopard_frog_s_001580,6
bufo_boreas_s_000598,6
wagtail_s_000883,2
chihuahua_s_000786,5
airbus_s_002162,0
bufo_americanus_s_001457,6
river_boat_s_000365,8
cargo_vessel_s_002291,8
leopard_frog_s_001493,6
cat_s_001215,3
tennessee_walker_s_000055,7
rana_clamitans_s_000525,6
elk_s_000022,4
dredger_s_000179,8
airbus_s_002097,0
beach_wagon_s_000747,1
dog_s_001783,5
odocoileus_hemionus_s_000055,4
alces_alces_s_001449,4
chihuahua_s_000031,5
multiengine_plane_s_000036,0
boat_s_000145,8
dog_s_002091,5
roe_deer_s_001250,4
pekingese_s_001821,5
prunella_modularis_s_000017,2
lipizzan_s_000149,7
sambar_s_001244,4
alley_cat_s_001432,3
convertible_s_002472,1
delivery_truck_s_001126,9
lippizan_s_000131,7
tipper_truck_s_001563,9
maltese_s_000967,5
cabin_cruiser_s_000023,8
pilot_boat_s_000948,8
bird_s_000849,2
domestic_cat_s_000019,3
dump_truck_s_001120,9
station_wagon_s_002694,1
alauda_arvensis_s_000392,2
tabby_s_000563,3
wagtail_s_001899,2
rana_catesbeiana_s_001080,6
coupe_s_001366,1
western_toad_s_000307,6
grass_frog_s_001375,6
biplane_s_000307,0
wapiti_s_001946,4
airliner_s_001461,0
motorboat_s_000499,8
bird_s_000034,2
domestic_cat_s_000031,3
tabby_cat_s_001776,3
sika_s_000475,4
western_toad_s_000830,6
camion_s_001060,9
stud_mare_s_001637,7
aerial_ladder_truck_s_000696,9
mule_deer_s_002020,4
auto_s_001610,1
police_cruiser_s_000180,1
boat_s_001659,8
cat_s_000221,3
bird_s_000777,2
freighter_s_000095,8
bufo_americanus_s_001456,6
multiengine_plane_s_000012,0
accentor_s_001203,2
true_cat_s_001517,3
jumbojet_s_000683,0
fire_truck_s_001463,9
bullfrog_s_000234,6
compact_s_002258,1
cat_s_000392,3
chihuahua_s_001872,5
lipizzan_s_001386,7
maltese_s_001648,5
broodmare_s_001818,7
fire_truck_s_001041,9
sika_s_000634,4
houseboat_s_000203,8
tractor_trailer_s_000175,9
ship_s_000795,8
fighter_aircraft_s_000257,0
stallion_s_001039,7
estate_car_s_000620,1
airliner_s_000537,0
station_wagon_s_002274,1
capreolus_capreolus_s_001711,4
tank_ship_s_000359,8
tennessee_walker_s_001252,7
convertible_s_001371,1
tipper_s_002018,9
airbus_s_000581,0
elk_s_000051,4
dive_bomber_s_000342,0
oil_tanker_s_001376,8
toy_spaniel_s_000710,5
powerboat_s_000044,8
attack_aircraft_s_001730,0
american_saddle_horse_s_000016,7
riding_horse_s_001622,7
aeroplane_s_000097,0
toy_dog_s_000316,5
moving_van_s_000650,9
auto_s_002206,1
rhea_s_000014,2
pontoon_s_002020,8
convertible_s_000036,1
ostrich_s_000616,2
canis_familiaris_s_000681,5
green_frog_s_001253,6
lippizaner_s_001039,7
bullfrog_s_000703,6
oil_tanker_s_000955,8
motorboat_s_000771,8
accentor_s_000558,2
passenger_ship_s_000736,8
king_charles_spaniel_s_000124,5
wapiti_s_000341,4
puppy_s_000043,5
blenheim_spaniel_s_000740,5
wagtail_s_000920,2
odocoileus_hemionus_s_000797,4
fighter_aircraft_s_000415,0
bufo_viridis_s_000907,6
airliner_s_001188,0
odocoileus_hemionus_s_000757,4
barking_deer_s_000024,4
tractor_trailer_s_001179,9
cargo_ship_s_000902,8
tailed_frog_s_000907,6
maltese_s_001054,5
coupe_s_001770,1
multiengine_airplane_s_000258,0
anthus_pratensis_s_001078,2
lark_s_001929,2
pekingese_s_001726,5
garbage_truck_s_000752,9
lorry_s_001211,9
quarter_horse_s_001805,7
station_wagon_s_001593,1
emu_s_000024,2
station_wagon_s_000097,1
domestic_cat_s_000279,3
honey_eater_s_000907,2
wagtail_s_001669,2
pekinese_s_002102,5
trucking_rig_s_001202,9
trailer_truck_s_000609,9
wrecker_s_001869,9
chihuahua_s_001444,5
monoplane_s_000446,0
pekingese_s_000766,5
airliner_s_001675,0
rangifer_tarandus_s_001130,4
plane_s_000166,0
stealth_bomber_s_000114,0
tabby_s_002169,3
pekingese_s_000918,5
house_cat_s_001276,3
domestic_dog_s_001297,5
domestic_dog_s_000828,5
cargo_vessel_s_001499,8
tennessee_walker_s_001783,7
car_s_001297,1
cargo_vessel_s_001560,8
ladder_truck_s_001775,9
truck_s_000628,9
tabby_cat_s_000509,3
quarter_horse_s_001419,7
biplane_s_001904,0
cargo_ship_s_001231,8
compact_car_s_001978,1
bookmobile_s_000745,9
dump_truck_s_001371,9
cat_s_001583,3
sparrow_s_002475,2
articulated_lorry_s_000077,9
bird_s_000053,2
lippizaner_s_001238,7
camion_s_001452,9
riding_horse_s_001796,7
crapaud_s_001926,6
sea_boat_s_001128,8
tractor_trailer_s_000146,9
pilot_boat_s_001034,8
domestic_cat_s_001326,3
mongrel_s_001572,5
dump_truck_s_000257,9
rana_temporaria_s_000364,6
dawn_horse_s_001353,7
stealth_bomber_s_001416,0
lipizzan_s_001951,7
garbage_truck_s_000484,9
tug_s_000570,8
deer_s_000945,4
biplane_s_001053,0
green_frog_s_001988,6
auto_s_000565,1
moose_s_000507,4
ferry_s_000051,8
caribou_s_000709,4
domestic_cat_s_000814,3
puppy_s_002472,5
rana_catesbeiana_s_000689,6
ladder_truck_s_001072,9
capreolus_capreolus_s_000367,4
wagtail_s_001252,2
true_frog_s_000098,6
american_elk_s_000060,4
cargo_vessel_s_000863,8
quarter_horse_s_001069,7
mule_deer_s_002221,4
coupe_s_001379,1
leopard_frog_s_001496,6
powerboat_s_000759,8
lipizzan_s_000588,7
deer_s_000598,4
maltese_s_001517,5
fighter_aircraft_s_000946,0
wagon_s_001414,1
mouser_s_002055,3
elk_s_000018,4
broodmare_s_001648,7
elk_s_000027,4
rhea_americana_s_000564,2
tomcat_s_001177,3
jumbo_jet_s_001635,0
sea_boat_s_001379,8
rangifer_caribou_s_000335,4
pontoon_s_001270,8
appaloosa_s_001566,7
station_wagon_s_001228,1
pekingese_s_001065,5
transporter_s_000360,9
biplane_s_001974,0
passenger_ship_s_002075,8
fighter_s_000094,0
camion_s_001595,9
alytes_obstetricans_s_000476,6
pekingese_s_001526,5
sea_boat_s_001841,8
fighter_aircraft_s_000023,0
pipit_s_001502,2
dog_s_001688,5
jumbo_jet_s_000089,0
domestic_cat_s_000695,3
motorcar_s_001176,1
dumper_s_001688,9
jetliner_s_000699,0
tabby_s_002008,3
dunnock_s_000226,2
stealth_bomber_s_000175,0
tabby_cat_s_000845,3
toad_s_000457,6
felis_catus_s_000392,3
grass_frog_s_001003,6
arabian_s_000309,7
pickerel_frog_s_000714,6
rana_clamitans_s_000071,6
finch_s_000821,2
blenheim_spaniel_s_000325,5
lippizan_s_000007,7
woodland_caribou_s_001217,4
muntjac_s_001280,4
lorry_s_000604,9
tractor_trailer_s_000809,9
estate_car_s_000205,1
rhea_s_000119,2
arabian_s_001615,7
pipit_s_001523,2
domestic_dog_s_000951,5
green_frog_s_002067,6
auto_s_001566,1
accentor_s_000198,2
tabby_cat_s_002108,3
anthus_pratensis_s_000223,2
mouser_s_001192,3
shooting_brake_s_001275,1
woodland_caribou_s_001464,4
motorboat_s_000248,8
plane_s_000985,0
pekinese_s_000004,5
bufo_americanus_s_000758,6
tabby_s_001908,3
lightship_s_000699,8
aerial_ladder_truck_s_001280,9
garbage_truck_s_001849,9
jetliner_s_000785,0
sparrow_s_001050,2
coupe_s_000028,1
bufo_viridis_s_001135,6
rana_temporaria_s_000120,6
airbus_s_001682,0
fighter_s_000744,0
compact_car_s_001980,1
coupe_s_001574,1
spadefoot_s_000664,6
rana_temporaria_s_001134,6
quarter_horse_s_000882,7
muntjac_s_001566,4
maltese_dog_s_000563,5
prancer_s_000415,7
mutt_s_000393,5
dawn_horse_s_002018,7
tank_ship_s_000001,8
woodland_caribou_s_000912,4
pekingese_s_002536,5
biplane_s_000368,0
puppy_s_000490,5
lipizzan_s_001699,7
stable_companion_s_000162,7
bufo_s_001667,6
plane_s_000717,0
compact_car_s_001846,1
shooting_brake_s_000581,1
toy_dog_s_000880,5
dump_truck_s_001913,9
camion_s_001873,9
cervus_elaphus_s_000841,4
coupe_s_000177,1
tugboat_s_000079,8
pekingese_s_002205,5
airbus_s_000383,0
american_toad_s_001354,6
fire_truck_s_000075,9
walking_horse_s_000830,7
dog_s_000348,5
jetliner_s_001437,0
riding_horse_s_001098,7
true_cat_s_000520,3
aerial_ladder_truck_s_000542,9
frog_s_000966,6
pekingese_s_000037,5
lapdog_s_001863,5
delivery_van_s_000446,9
wagtail_s_001303,2
tabby_cat_s_002486,3
powerboat_s_002242,8
amphibious_aircraft_s_000943,0
wagtail_s_002108,2
stealth_fighter_s_000896,0
tomcat_s_001871,3
stealth_bomber_s_000267,0
arabian_s_001389,7
sound_truck_s_001056,9
blenheim_spaniel_s_000006,5
boat_s_000470,8
cat_s_001388,3
station_wagon_s_001489,1
dog_s_001950,5
trailer_truck_s_001048,9
cassowary_s_000039,2
rana_catesbeiana_s_000650,6
blenheim_spaniel_s_000352,5
tractor_trailer_s_000731,9
fire_truck_s_000897,9
tabby_cat_s_002544,3
tabby_cat_s_002479,3
canis_familiaris_s_000067,5
tennessee_walking_horse_s_000759,7
lipizzan_s_002127,7
toad_frog_s_000530,6
arabian_s_001186,7
green_frog_s_000027,6
moose_s_000439,4
bufo_viridis_s_001437,6
multiengine_airplane_s_000229,0
container_ship_s_000195,8
mongrel_s_000333,5
aerial_ladder_truck_s_000146,9
mutt_s_001084,5
cervus_elaphus_s_001382,4
toy_dog_s_000846,5
dog_s_002111,5
rhea_s_001955,2
green_frog_s_001373,6
tipper_truck_s_000072,9
rana_catesbeiana_s_000277,6
scow_s_000261,8
anuran_s_000767,6
cat_s_001938,3
coupe_s_001514,1
bird_s_000104,2
fireboat_s_000022,8
lipizzan_s_000970,7
tabby_cat_s_001456,3
stealth_bomber_s_000390,0
western_toad_s_000476,6
struthio_camelus_s_000125,2
car_s_001496,1
maltese_s_001052,5
twinjet_s_000298,0
tabby_s_000734,3
deer_s_000011,4
toy_dog_s_000806,5
tennessee_walker_s_000614,7
dive_bomber_s_000648,0
arabian_s_000365,7
jetliner_s_000013,0
toy_dog_s_001828,5
bufo_marinus_s_001208,6
moose_s_000055,4
stealth_bomber_s_000178,0
cabin_cruiser_s_000914,8
monoplane_s_000790,0
shooting_brake_s_000273,1
grass_frog_s_000883,6
ship_s_000653,8
dog_s_001894,5
maltese_s_001727,5
puppy_s_000786,5
pekingese_s_001973,5
domestic_cat_s_001211,3
tennessee_walker_s_000352,7
stealth_fighter_s_000874,0
cargo_ship_s_000363,8
pekinese_s_001155,5
airliner_s_002233,0
station_wagon_s_000782,1
rangifer_caribou_s_000398,4
woodland_caribou_s_000273,4
tipper_truck_s_000002,9
mackinaw_boat_s_000036,8
freighter_s_001675,8
dawn_horse_s_000961,7
bufo_boreas_s_000116,6
anthus_pratensis_s_001219,2
rana_clamitans_s_000131,6
airbus_s_000875,0
peke_s_000336,5
fallow_deer_s_000810,4
bird_s_000785,2
american_elk_s_000591,4
police_cruiser_s_000967,1
muntjac_s_001394,4
garbage_truck_s_000033,9
alley_cat_s_002578,3
lorry_s_001202,9
scow_s_000871,8
ostrich_s_002460,2
dump_truck_s_000931,9
automobile_s_000454,1
wrecker_s_001764,9
hen_s_000001,2
ostrich_s_000394,2
riding_horse_s_001717,7
rangifer_caribou_s_000587,4
tabby_cat_s_000932,3
domestic_cat_s_001541,3
tennessee_walker_s_000490,7
automobile_s_002583,1
cow_pony_s_000750,7
jetliner_s_000337,0
airbus_s_001694,0
twinjet_s_000728,0
felis_catus_s_001014,3
liberty_ship_s_001352,8
bird_s_000384,2
peke_s_000149,5
delivery_truck_s_001460,9
garbage_truck_s_001072,9
walking_horse_s_000012,7
domestic_cat_s_000022,3
fire_truck_s_002064,9
crapaud_s_001947,6
moving_van_s_000018,9
coupe_s_001561,1
domestic_cat_s_000476,3
outboard_motorboat_s_000324,8
dive_bomber_s_001652,0
maltese_s_000282,5
fighter_aircraft_s_000997,0
arabian_s_001624,7
delivery_van_s_000088,9
leopard_frog_s_001135,6
house_cat_s_001106,3
lipizzan_s_001099,7
tugboat_s_001107,8
sparrow_s_001457,2
bufo_viridis_s_000234,6
alley_cat_s_001300,3
dive_bomber_s_000487,0
convertible_s_000194,1
mongrel_s_000695,5
oil_tanker_s_000442,8
capreolus_capreolus_s_000424,4
house_cat_s_000651,3
dumper_s_000977,9
queen_s_000211,3
passenger_ship_s_000471,8
jetliner_s_000398,0
jumbo_jet_s_000888,0
toy_s_000497,5
stealth_fighter_s_000805,0
western_toad_s_001050,6
cassowary_s_000477,2
bufo_marinus_s_000399,6
struthio_camelus_s_000493,2
camion_s_001468,9
roe_deer_s_000634,4
tomcat_s_002945,3
aerial_ladder_truck_s_000479,9
biplane_s_001867,0
fighter_aircraft_s_000853,0
true_cat_s_001827,3
fallow_deer_s_000360,4
tennessee_walker_s_001787,7
wrecker_s_000519,9
quarter_horse_s_000879,7
dump_truck_s_001039,9
speedboat_s_000411,8
liberty_ship_s_001135,8
car_s_000194,1
alley_cat_s_001436,3
plane_s_001136,0
american_toad_s_001434,6
pilot_boat_s_001083,8
bird_s_001245,2
hospital_ship_s_000952,8
houseboat_s_000129,8
boat_s_001926,8
dama_dama_s_000726,4
spring_frog_s_000604,6
wapiti_s_001107,4
cassowary_s_001487,2
bufo_calamita_s_000163,6
rana_catesbeiana_s_000048,6
tabby_cat_s_002251,3
ship_s_001662,8
fawn_s_000810,4
automobile_s_001374,1
wagon_s_002275,1
elk_s_000856,4
pantechnicon_s_000203,9
freighter_s_000749,8
toad_frog_s_001368,6
speedboat_s_000068,8
toy_dog_s_000588,5
tabby_s_001339,3
pilot_boat_s_000515,8
meadow_pipit_s_000419,2
toy_spaniel_s_001872,5
stablemate_s_000047,7
pekingese_s_001282,5
wagtail_s_000730,2
emu_s_001519,2
lipizzan_s_000597,7
maltese_s_000459,5
elk_s_002361,4
arabian_s_000384,7
cassowary_s_000900,2
station_wagon_s_000251,1
coupe_s_000983,1
shooting_brake_s_000739,1
boat_s_001242,8
dama_dama_s_001608,4
puppy_s_000812,5
brocket_s_000624,4
hydrofoil_s_000014,8
cargo_vessel_s_000851,8
monoplane_s_000456,0
truck_s_002123,9
motorboat_s_000252,8
english_toy_spaniel_s_000973,5
dog_s_001916,5
red_deer_s_001520,4
stud_mare_s_000499,7
cervus_elaphus_s_001505,4
shooting_brake_s_000411,1
domestic_dog_s_001211,5
true_cat_s_000766,3
frog_s_002164,6
convertible_s_001030,1
hospital_ship_s_001105,8
cat_s_000169,3
jumbo_jet_s_000397,0
rana_pipiens_s_001400,6
dumper_s_000494,9
toy_dog_s_000820,5
quarter_horse_s_000236,7
delivery_van_s_000730,9
roe_deer_s_001221,4
lightship_s_000923,8
stealth_fighter_s_001206,0
muntjac_s_000585,4
gelding_s_000077,7
trailer_truck_s_001123,9
tennessee_walking_horse_s_001601,7
puppy_s_002193,5
car_s_000697,1
garbage_truck_s_001725,9
honey_eater_s_001437,2
sparrow_s_000007,2
buckskin_s_000045,7
rhea_s_000152,2
capreolus_capreolus_s_000807,4
domestic_dog_s_000428,5
airbus_s_001933,0
chihuahua_s_000504,5
arabian_s_000810,7
wagtail_s_000955,2
banana_boat_s_001378,8
wapiti_s_000047,4
airbus_s_000331,0
accentor_s_000045,2
wagtail_s_001047,2
houseboat_s_000271,8
wagtail_s_000974,2
tomcat_s_000635,3
dog_s_001145,5
ostrich_s_001971,2
prunella_modularis_s_000493,2
emu_s_000849,2
station_wagon_s_001473,1
banana_boat_s_000803,8
leopard_frog_s_000833,6
domestic_cat_s_001010,3
barking_frog_s_000022,6
pterocnemia_pennata_s_000050,2
fighter_aircraft_s_001583,0
leopard_frog_s_001798,6
domestic_cat_s_001580,3
broodmare_s_000852,7
prunella_modularis_s_000254,2
attack_aircraft_s_000609,0
powerboat_s_002179,8
bufo_marinus_s_000606,6
toy_dog_s_001920,5
wagtail_s_000410,2
shooting_brake_s_000044,1
trucking_rig_s_001372,9
lipizzan_s_000574,7
tabby_s_000565,3
tabby_cat_s_001630,3
appaloosa_s_000593,7
laundry_truck_s_000198,9
house_cat_s_001239,3
dawn_horse_s_002039,7
oil_tanker_s_000267,8
pekinese_s_001798,5
ship_s_000257,8
ship_s_000471,8
felis_domesticus_s_000118,3
capreolus_capreolus_s_000010,4
alauda_arvensis_s_000781,2
nandu_s_000811,2
gelding_s_000935,7
camion_s_000853,9
wapiti_s_001489,4
mule_deer_s_000947,4
saddle_horse_s_000818,7
dama_dama_s_000079,4
motorcar_s_001889,1
lorry_s_001554,9
accentor_s_000891,2
pickerel_frog_s_000265,6
lightship_s_000315,8
honey_eater_s_001292,2
toy_spaniel_s_001500,5
toad_s_000450,6
amphibious_aircraft_s_001307,0
puppy_s_000290,5
toad_frog_s_000363,6
felis_domesticus_s_000151,3
seaplane_s_002141,0
appaloosa_s_001778,7
trucking_rig_s_001662,9
ostrich_s_000809,2
bufo_s_000303,6
fighter_s_000940,0
powerboat_s_001047,8
capreolus_capreolus_s_001138,4
elk_s_000797,4
plane_s_000314,0
honey_eater_s_000572,2
broodmare_s_000676,7
delivery_truck_s_000327,9
tipper_truck_s_000771,9
tabby_cat_s_002432,3
taxi_s_000043,1
dog_s_002085,5
airbus_s_000684,0
bird_s_000748,2
sparrow_s_002636,2
pleasure_craft_s_000544,8
cassowary_s_000307,2
dumper_s_001223,9
arab_s_000156,7
station_wagon_s_000667,1
ladder_truck_s_000309,9
rana_catesbeiana_s_000590,6
quarter_horse_s_001305,7
stealth_bomber_s_001906,0
tennessee_walker_s_000819,7
stag_s_000021,4
bufo_bufo_s_001128,6
keelboat_s_000052,8
police_cruiser_s_000671,1
delivery_truck_s_000723,9
domestic_cat_s_001162,3
auto_s_000102,1
lifeboat_s_000440,8
cervus_elaphus_s_000862,4
chihuahua_s_000143,5
airliner_s_000992,0
airliner_s_000280,0
pekingese_s_000266,5
maltese_s_000189,5
lipizzan_s_000817,7
bufo_americanus_s_000398,6
truck_s_000646,9
automobile_s_001967,1
stallion_s_001560,7
quarter_horse_s_000668,7
cat_s_000913,3
emu_s_000536,2
biplane_s_001665,0
struthio_camelus_s_000951,2
roe_deer_s_001877,4
jumbo_jet_s_001219,0
delivery_truck_s_000551,9
pekingese_s_002723,5
puppy_s_001113,5
dredger_s_001096,8
sparrow_s_000135,2
lapdog_s_001515,5
fighter_s_000663,0
wapiti_s_000570,4
shooting_brake_s_000814,1
narrowboat_s_000004,8
bird_s_000070,2
tabby_cat_s_000155,3
red_deer_s_002800,4
horse_s_000086,7
biplane_s_000192,0
quarter_horse_s_000976,7
lippizan_s_000547,7
english_toy_spaniel_s_000932,5
auto_s_000606,1
tabby_s_000367,3
wrecker_s_000949,9
auto_s_000683,1
tipper_truck_s_000191,9
dump_truck_s_000883,9
sea_boat_s_002201,8
japanese_deer_s_000085,4
prunella_modularis_s_000560,2
alces_alces_s_001358,4
stallion_s_001684,7
pekingese_s_000001,5
auto_s_000697,1
emu_s_001996,2
tipper_s_000676,9
toad_s_002459,6
fire_engine_s_000417,9
english_toy_spaniel_s_000998,5
aerial_ladder_truck_s_000134,9
jumbojet_s_000822,0
fighter_aircraft_s_001036,0
stallion_s_001988,7
sparrow_s_001699,2
norfolk_wherry_s_000153,8
domestic_cat_s_000503,3
bird_s_002339,2
lorry_s_001856,9
roe_deer_s_000444,4
speedboat_s_002391,8
rig_s_000046,9
tabby_cat_s_002444,3
shooting_brake_s_000262,1
arabian_s_000672,7
bird_s_000103,2
american_elk_s_000816,4
dive_bomber_s_000467,0
cat_s_000403,3
felis_catus_s_000488,3
tennessee_walker_s_000371,7
biplane_s_001135,0
stud_mare_s_000331,7
sparrow_s_000969,2
lippizaner_s_000101,7
prancer_s_000417,7
dive_bomber_s_001572,0
broodmare_s_000142,7
canis_familiaris_s_000816,5
speedboat_s_000263,8
estate_car_s_000093,1
mule_deer_s_001778,4
puppy_s_001946,5
scow_s_001217,8
rana_temporaria_s_000687,6
domestic_dog_s_000119,5
coupe_s_002129,1
elk_s_000023,4
capreolus_capreolus_s_000797,4
arabian_s_001010,7
biplane_s_001903,0
tipper_s_002066,9
truck_s_001697,9
cat_s_001391,3
freighter_s_000845,8
tabby_cat_s_002760,3
cargo_vessel_s_001543,8
mackinaw_s_000342,8
lippizaner_s_001619,7
walking_horse_s_002016,7
grass_frog_s_000114,6
bufo_bufo_s_000119,6
bufo_americanus_s_000905,6
domestic_cat_s_001347,3
pekingese_s_001959,5
dump_truck_s_001876,9
cassowary_s_000184,2
woodland_caribou_s_000034,4
domestic_cat_s_000054,3
lark_s_001705,2
tractor_trailer_s_001384,9
rana_temporaria_s_001615,6
gelding_s_002174,7
ladder_truck_s_001185,9
tabby_cat_s_000387,3
puppy_s_002330,5
ostrich_s_001797,2
tennessee_walker_s_001260,7
pekingese_s_001838,5
stealth_bomber_s_000547,0
emu_novaehollandiae_s_000040,2
struthio_camelus_s_000856,2
cervus_elaphus_s_000958,4
moving_van_s_000204,9
mare_s_001671,7
biplane_s_000750,0
airliner_s_000080,0
automobile_s_000023,1
tabby_cat_s_001189,3
compact_car_s_000233,1
mouser_s_001342,3
shooting_brake_s_001526,1
frog_s_000747,6
fawn_s_001696,4
ostrich_s_001565,2
station_wagon_s_000276,1
domestic_cat_s_001331,3
bufo_viridis_s_000232,6
wagon_s_001615,1
moose_s_001739,4
pekingese_s_000314,5
sika_s_001932,4
walking_horse_s_000367,7
fallow_deer_s_001320,4
anthus_pratensis_s_000667,2
speedboat_s_000134,8
mouser_s_001080,3
lippizan_s_001251,7
quarter_horse_s_000436,7
domestic_cat_s_000306,3
lorry_s_002191,9
truck_s_002299,9
rangifer_tarandus_s_000325,4
freighter_s_001584,8
bird_s_001632,2
truck_s_001304,9
capreolus_capreolus_s_000511,4
dog_s_001049,5
bufo_americanus_s_001031,6
stud_mare_s_000717,7
banana_boat_s_001260,8
airliner_s_001599,0
compact_s_001733,1
western_toad_s_000385,6
dog_s_000205,5
compact_car_s_000133,1
coupe_s_000599,1
tractor_trailer_s_000042,9
puppy_s_000041,5
tip_truck_s_000819,9
western_toad_s_000239,6
convertible_s_000299,1
toy_spaniel_s_001812,5
stealth_bomber_s_002270,0
floatplane_s_000044,0
rangifer_tarandus_s_000080,4
spadefoot_s_000286,6
domestic_cat_s_001835,3
tabby_cat_s_001655,3
car_transporter_s_000188,9
police_cruiser_s_001058,1
compact_car_s_002251,1
bufo_viridis_s_001103,6
small_boat_s_000244,8
jetliner_s_001079,0
wagtail_s_001663,2
delivery_truck_s_001461,9
pekingese_s_000946,5
saddle_horse_s_000785,7
leopard_frog_s_000342,6
tug_s_000561,8
mule_deer_s_001214,4
rana_catesbeiana_s_001718,6
barking_deer_s_000197,4
canal_boat_s_000165,8
domestic_cat_s_000218,3
mongrel_s_002624,5
roe_deer_s_001832,4
fire_truck_s_000906,9
house_cat_s_000619,3
broodmare_s_001495,7
cervus_elaphus_s_001019,4
odocoileus_hemionus_s_000861,4
station_wagon_s_000818,1
delivery_truck_s_000440,9
pekingese_s_002381,5
fire_engine_s_000398,9
wagon_s_001943,1
biplane_s_001953,0
fawn_s_000746,4
stealth_bomber_s_001776,0
merchantman_s_000402,8
lightship_s_000152,8
fallow_deer_s_000558,4
coupe_s_000676,1
tipper_truck_s_001438,9
appaloosa_s_000092,7
dunnock_s_000007,2
mutt_s_001890,5
articulated_lorry_s_000007,9
convertible_s_000589,1
dog_s_001082,5
monoplane_s_001043,0
appaloosa_s_002069,7
alces_alces_s_000057,4
domestic_cat_s_001283,3
bufo_americanus_s_000341,6
coupe_s_001710,1
speedboat_s_001467,8
roe_deer_s_000418,4
trucking_rig_s_001611,9
convertible_s_000159,1
emu_s_000747,2
rana_temporaria_s_001163,6
lipizzan_s_000696,7
airbus_s_001913,0
quarter_horse_s_000190,7
bufo_boreas_s_000133,6
minesweeper_s_001860,8
honey_eater_s_000236,2
toad_s_000460,6
dawn_horse_s_001186,7
pekingese_s_000459,5
bufo_viridis_s_000919,6
tipper_truck_s_000571,9
compact_car_s_001607,1
cab_s_000231,1
felis_catus_s_000676,3
containership_s_000120,8
american_elk_s_001435,4
reindeer_s_000764,4
estate_car_s_001669,1
automobile_s_002265,1
compact_car_s_000038,1
fighter_aircraft_s_001187,0
compact_car_s_000983,1
station_wagon_s_002224,1
alauda_arvensis_s_000067,2
felis_domesticus_s_000724,3
tabby_s_002113,3
passerine_s_002051,2
tabby_cat_s_002682,3
estate_car_s_001376,1
studhorse_s_000155,7
toy_spaniel_s_000346,5
muntjac_s_000839,4
capreolus_capreolus_s_000832,4
western_toad_s_001072,6
passenger_ship_s_001037,8
alytes_obstetricans_s_000420,6
house_cat_s_000947,3
fire_truck_s_001802,9
appaloosa_s_001499,7
houseboat_s_000341,8
tipper_truck_s_001772,9
car_s_000431,1
maltese_s_001182,5
maltese_dog_s_000234,5
garbage_truck_s_001495,9
convertible_s_002669,1
tennessee_walking_horse_s_001614,7
lipizzan_s_001732,7
